Workbook Provider,ISIN,DistinctISINCount,Status,Latest Provider Hits,Repo File Hit Count,Repo File Samples
HSBC,IE000U679IT9,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000UERNJ93,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000UQND7H4,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000UU299V4,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000VJEVNM1,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000VYC5HU2,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000W080FK3,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000WARATZ3,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000X9FTI22,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000XC6EVL9,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000XFORJ80,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000XGNMWE1,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000XYBMEH0,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000YDZG487,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000YFGN231,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000Z4OYPZ6,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000ZGT8JM8,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000ZQOIPB1,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE000ZURGSV2,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B3S1J086,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B3Z0X395,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B42TW061,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B44T3H88,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B46G8275,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B4K6B022,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B4X9L533,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B51B7Z02,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B5BD5K76,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B5KQNG97,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B5L01S80,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B5SG8Z57,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B5SSQT16,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B5VX7566,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B5WFQ436,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00B64PTF05,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00BBQ2W338,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00BF4NQ904,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00BKY40J65,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00BKY53D40,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00BKY55S33,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
HSBC,IE00BKY55W78,100,present_in_latest,hsbc,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-23\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-24\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-25\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-28\hsbc_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\hsbc\2026-06-29\hsbc_selected_fields.csv
